,Company,Job,Location,Salary,Specific_location,Summary
695,Interserve,Quantity Surveying Apprenticeship,Liverpool,11557.0,Wigan,"C in Maths, English Language & a Science is required. To assist senior staff in the compilation of data to monitor the performance of the project on a monthly..."
696,Interserve,Construction Technical Apprentice,Liverpool,11557.0,Wigan,"C, or equivalent, in Maths, English Language & a Science. Develop the skills to enable use of computer based systems – e.g. Computer Aided Design tools and..."
697,Ginger Recruitment Services,Senior Quality Assurance Officer,Liverpool,35000.0,Liverpool,"Higher National Certificate or higher in Biology, Chemistry, Pharmaceutical Sciences, or related scientific discipline is desirable...."
698,SRG,Analytical Chemist - Plastics/Colour,Liverpool,23500.0,Merseyside,Preparing analytical data for technical documents. Supporting senior scientists to generate analytical data for changing workloads....
699,Ginger Recruitment Services,Clinical Research Manager,Liverpool,60000.0,Speke,Comprehensive knowledge Tobacco/Nicotine science within a related field. You are also giving your consent to your personal data being included on a computerised...
700,Lexis Nexis,Senior Statistical Modeller,Liverpool,72500.0,County,"Experience processing large data sets. At LexisNexis Risk Solutions, we believe in the power of data and advanced analytics for better risk management...."
701,CK Group,Regulatory/ Compliance Specialist- Cheshire,Liverpool,40000.0,Cheshire,"BSc qualified in Natural Science, related discipline or equivalent. Ensuring compliant Safety Data Sheets are generated for products, relevant to global..."
702,Science Solutions Recruitment Ltd,Senior Specialist,Liverpool,42500.0,Liverpool,Degree or higher in Chemistry or Analytical Science. Science Solutions - New Vacancy - Senior Analytical Chemist - up to £45k - Liverpool....
703,University of Liverpool,Postdoctoral Research Associate in Computational Geometry an...,Liverpool,36175.5,Liverpool,You will work on research to be carried out as part of the new Centre on Topological Data Analysis funded by the E.P.S.R.C grant Application-driven Topological...
704,Science Solutions Recruitment Ltd,Production Supervisor,Liverpool,31000.0,Cheshire,"Science Solutions - Production Supervisor - circa (depending on experience) - Day shift only. Must be computer literate, able to communicate through email,..."
705,Shortlist Recruitment,Junior Web Developer,Liverpool,20000.0,Chester,"Good Degree in Computer Science or Similar (2.1 or above preferred may consider 2.2). To use Company-standard tools (Visual Studio, C#, MVC, SQL, Javascript,..."
706,Webrecruit,Research & Development Laboratory Technician,Liverpool,28000.0,Runcorn,"Present data, information and reports in meetings. Record, analyse and interpret data and information accurately...."
707,Michael Page UK,Head of Paid Media,Liverpool,64000.0,Chester,"Working closely with the Data Science & Marketing teams to leverage technology platforms, tools, web analytics and competitor monitoring to drive campaign..."
709,ID Search and Selection Ltd,Senior Research Executive - Pharma Market Research,Liverpool,31000.0,Cheshire,"Degree (life science, social science, mathematics, statistics), preferably higher degree. Strong analytical and data interpretation skills...."
710,LiCa Scientific Ltd,Quality Assurance Officer,Liverpool,22000.0,Deeside,Checking and reviewing of Lab data and specifications. Candidates should possess a scientific or pharmaceutical production background (degree in scientific or...
711,ID Search and Selection Ltd,Senior Medical Writer,Liverpool,40000.0,Cheshire,"Gain an in-depth understanding of product and competitor data. This is a fantastic opportunity to join a thriving, full-service medical communications agency as..."
712,Science Solutions Recruitment Ltd,Senior Microbiologist,Liverpool,30000.0,Warrington,"This will involve project planning, production of work plans, project delivery, data analysis/interpretation and report writing...."
713,Russell Taylor Group Ltd,Procurement Manager,Liverpool,40000.0,Runcorn,Data integrity for SAP. Degree qualified - Science Background – Preferably chemistry. Procurement Manager Position*....
714,Mandy Blackwell Recruitment,Procurement Manager,Liverpool,35750.0,Runcorn,"Data integrity for SAP. Degree qualified - Science Background – Preferably chemistry. Our chemical supply company needs an experienced, cost-conscious..."
715,Royal Liverpool & Broadgreen University Hospitals...,Specialist Biomedical Scientist - Haematology (Band 6) - Spe...,Liverpool,31071.0,Liverpool L7,You will be responsible for the validation of analytical data prior to result reporting. You will be expected to maintain the required professional standards...
716,Michael Page UK,Cloud Systems Administrator (AWS / Azure / Linux),Liverpool,42500.0,Chester,"Ensures system data integrity by evaluating, implementing, and managing appropriate software and hardware solutions of varying complexities...."
717,ShortList Recruitment Limited,Junior Web Developer,Liverpool,20000.0,Chester,"Good Degree in Computer Science or Similar (2.1 or above preferred may consider 2.2). To use Company-standard tools (Visual Studio, C#, MVC, SQL, Javascript,..."
718,Tangerine Holdings,Group Quality Manager,Liverpool,35000.0,Lytham,Bachelor of Science degree – minimum 2.1 (Ideally Chemistry). Monitor and evaluate finished goods that are close to the end of their shelf life for which no...
719,Tangerine Holdings,Regulatory Affairs Manager,Liverpool,45000.0,Lytham,Bachelor of Science degree (Pharmacy/Chemistry or related discipline) is essential. Ensure Safety Data Sheets (MSDS) are up to date and in line with current...
720,Graduate Recruitment Bureau,Graduate Analytics Training Scheme,Liverpool,20000.0,England,"Typically you will possess a degree demonstrating abilities in logic, analysis and data interpretation such as Maths, Statistics, Economics, Computing,..."
721,Charles Francis Cooper Recruitment,Sap Consultant,Liverpool,19800.0,Liverpool,Should have knowledge in developing and using data migration tools. Master’s degree in computers science or Engineering or MBA or Chartered/Cost accountant....
722,Government Statistical Service,Graduate Data Scientist,York,21950.0,Leeds,"Deliver insight from data using statistical and data science techniques, applying your skills in coding, mathematics and statistics...."
723,ADAS,Crop Research Consultant,York,24500.0,Duggleby,"You will have a good understanding of crop production, crop physiology, soil science and farming, have excellent numeracy and data analysis skills and..."
724,Tidyquant LTD,Junior Data Analyst/Scientist/Modeler,York,21000.0,Leeds,"Manage raw data effectively:. Ensure that all data acquisitions, matches and analyses are handled properly as data security is paramount...."
